Date,Link,Title,Y
2019-04-16 17:17:07.671629,https://www.datasciencecentral.com/profiles/blogs/reinforcement-learning-part-3-challenges-considerations,Reinforcement Learning Part 3 – Challenges & Considerations,1
2019-04-16 17:17:07.671629,https://www.datasciencecentral.com/profiles/blogs/data-science-central-weekly-digest-april-15,Data Science Central Weekly Digest April 15,0
2019-04-16 17:17:07.671629,https://www.datasciencecentral.com/profiles/blogs/ai-generated-rap-songs,AI-Generated Rap Songs,1
2019-04-16 17:17:07.671629,https://www.datasciencecentral.com/profiles/blogs/data-analysis-and-visualization-in-perl,Data analysis and visualization in Perl,0
2019-04-16 17:17:07.671629,https://www.datasciencecentral.com/profiles/blogs/real-world-data-science-challenge-when-is-good-enough-actually,Real-World Data Science Challenge: When Is “Good Enough” Actually “Good Enough”,0
2019-04-16 17:17:07.671629,https://www.datasciencecentral.com/profiles/blogs/calculating-exclusion-limits-for-a-new-theory-in-hardcore-science,Calculating exclusion limits for a new theory in hardcore science,0
2019-04-16 17:17:07.671629,https://www.datasciencecentral.com/profiles/blogs/design-obstacles-that-contribute-to-job-security,Design Obstacles that Contribute to Job Security,0
2019-04-16 17:17:07.671629,https://www.datasciencecentral.com/profiles/blogs/data-science-foundations-for-a-new-stock-market,New Stock Trading and Lottery Game Rooted in Deep Math,0
2019-04-16 17:17:07.671629,https://www.datasciencecentral.com/profiles/blogs/bayes-theorem-in-one-picture,Bayes Theorem in One Picture,1
2019-04-16 17:17:07.671629,https://www.datasciencecentral.com/profiles/blogs/determining-sample-size-in-one-picture,Determining Sample Size in One Picture,0
2019-04-16 17:17:07.671629,https://www.datasciencecentral.com/profiles/blogs/cross-validation-concept-and-example-in-r-1,Cross-Validation: Concept and Example in R,0
2019-04-16 17:17:07.671629,https://www.datasciencecentral.com/profiles/blogs/astonishing-hierarchy-of-machine-learning-needs-1,Astonishing Hierarchy of Machine Learning Needs,1
2019-04-16 17:17:07.671629,https://www.datasciencecentral.com/profiles/blogs/five-industries-where-blockchain-has-innovated-beyond,Five Industries Where Blockchain Has Innovated Beyond Cryptocurrency,0
2019-04-16 17:17:07.671629,https://www.datasciencecentral.com/profiles/blogs/8-tips-to-build-an-interactive-chatbot,8 Tips to Build an Interactive Chatbot,1
2019-04-16 17:17:07.671629,https://www.datasciencecentral.com/profiles/blogs/8-amazing-career-opportunities-that-you-can-get-after-data,8 Amazing Career Opportunities that you can get after Data Science Training,1
2019-04-16 17:17:07.671629,https://www.datasciencecentral.com/profiles/blogs/iot-and-smart-classes,IoT and Smart Classes,1
2019-04-16 17:17:07.671629,https://www.datasciencecentral.com/profiles/blogs/what-are-the-prerequisite-skills-required-to-become-a-data,What are the prerequisite skills required to become a data scientist in 2019?,1
2019-04-16 17:17:07.671629,https://www.datasciencecentral.com/profiles/blogs/what-is-web-scraping-and-how-to-implement-it-using-python,What is Web Scraping and How to Implement it using Python?,1
2019-04-16 17:17:07.671629,https://www.datasciencecentral.com/profiles/blogs/ai-ml-lessons-for-creating-a-platform-strategy-part-1,AI/ML Lessons for Creating a Platform Strategy – Part 1,1
2019-04-16 17:17:13.051560,https://itsocial.fr/articles-decideurs/transformation-numerique-entreprises-accelerent/,Transformation numérique : les entreprises accélèrent,1
2019-04-16 17:17:13.051560,https://itsocial.fr/articles-decideurs/3-300-euros-an-employe-cout-reunions-inefficaces/,3 300 euros par an et par employé : le coût des réunions inefficaces,1
2019-04-16 17:17:13.051560,https://itsocial.fr/articles-decideurs/six-avantages-solutions-de-sauvegarde-nuage-tpe-pme/,Six avantages des solutions de sauvegarde dans le nuage pour les TPE-PME,0
2019-04-16 17:17:20.011700,http://approximatelycorrect.com/2019/02/17/openai-trains-language-model-mass-hysteria-ensues/,OpenAI Trains Language Model Mass Hysteria Ensues,1
2019-04-16 17:17:20.011700,http://approximatelycorrect.com/2019/02/13/when-are-predictions-policies/,When are predictions policies?,1
2019-04-16 17:17:20.011700,http://approximatelycorrect.com/2018/12/22/the-greatest-trade-show-north-of-vegas-pressing-lessons-neurips-2018/,The Greatest Trade Show North of Vegas (Pressing Lessons from NeurIPS 2018),1
2019-04-16 17:17:20.011700,http://approximatelycorrect.com/2018/11/18/is-this-a-paper-review/,Is This a Paper Review?,0
2019-04-16 17:17:20.011700,http://approximatelycorrect.com/2018/07/10/troubling-trends-in-machine-learning-scholarship/,Troubling Trends in Machine Learning Scholarship,0
2019-04-16 17:17:20.011700,http://approximatelycorrect.com/2018/06/22/the-blockchain-bubble-will-pop-what-next/,The Blockchain Bubble will Pop What Next?,1
2019-04-16 17:17:20.011700,http://approximatelycorrect.com/2018/06/05/ai-ml-ai-swirling-nomenclature-slurried-thought/,From AI to ML to AI: On Swirling Nomenclature & Slurried Thought,1
2019-04-16 17:17:20.011700,http://approximatelycorrect.com/2018/05/09/ai-researcher-joins-johnson-johnson-to-make-more-than-19-squillion/,AI Researcher Joins Johnson & Johnson to Make More than $19 Squillion,1
2019-04-16 17:17:20.011700,http://approximatelycorrect.com/2018/03/02/defending-adversarial-examples-using-gans/,Leveraging GANs to combat adversarial examples,1
2019-04-16 17:17:20.011700,http://approximatelycorrect.com/2018/01/29/heuristics-technical-scientific-writing-machine-learning-perspective/,Heuristics for Scientific Writing (a Machine Learning Perspective),0
2019-04-16 17:17:23.542406,https://www.kdnuggets.com//2019/04/top-10-coding-mistakes-data-scientists.html,Top 10 Coding Mistakes Made by Data Scientists,1
2019-04-16 17:17:23.542406,https://www.kdnuggets.com//2019/03/another-10-free-must-read-books-for-machine-learning-and-data-science.html,Another 10 Free Must-Read Books for Machine Learning and Data Science,1
2019-04-16 17:17:23.542406,https://www.kdnuggets.com//2019/04/recognize-good-data-scientist-job-from-bad.html,How to Recognize a Good Data Scientist Job From a Bad One,1
2019-04-16 17:17:23.542406,https://www.kdnuggets.com//2018/05/simplilearn-9-must-have-skills-data-scientist.html,9 Must-have skills you need to become a Data Scientist updated,1
2019-04-16 17:17:23.542406,https://www.kdnuggets.com//2019/04/introduction-time-series-forecasting-simple-neural-networks-lstm.html,An Introduction on Time Series Forecasting with Simple Neural Networks & LSTM,1
2019-04-16 17:17:23.542406,https://www.kdnuggets.com//2019/03/random-forest-python.html,Explaining Random Forest (with Python Implementation),1
2019-04-16 17:17:23.542406,https://www.kdnuggets.com//2019/04/predict-age-gender-using-convolutional-neural-network-opencv.html,Predict Age and Gender Using Convolutional Neural Network and OpenCV,0
2019-04-16 17:17:23.542406,https://www.kdnuggets.com//2019/03/artificial-neural-networks-optimization-genetic-algorithm-python.html,Artificial Neural Networks Optimization using Genetic Algorithm with Python,1
2019-04-16 17:17:23.542406,https://www.kdnuggets.com//2019/04/another-10-free-must-see-courses-machine-learning-data-science.html,Another 10 Free Must-See Courses for Machine Learning and Data Science,0
2019-04-16 17:17:23.542406,https://www.kdnuggets.com//2019/04/top-10-coding-mistakes-data-scientists.html,Top 10 Coding Mistakes Made by Data Scientists,0
2019-04-16 17:17:23.542406,https://www.kdnuggets.com//2019/03/r-vs-python-data-visualization.html,R vs Python for Data Visualization,0
2019-04-16 17:17:23.542406,https://www.kdnuggets.com//2019/03/simplilearn-8-reasons-microsoft-azure-certification.html,8 Reasons Why You Should Get a Microsoft Azure Certification,0
2019-04-16 17:17:23.542406,https://www.kdnuggets.com//2019/03/deep-learning-toolset-overview.html,The Deep Learning Toolset — An Overview,1
2019-04-26 00:00:00,https://medium.com/@julloa_64357/algorithms-are-racist-now-what-53fc130bb203?source=topic_page---------2------------------1,Algorithms are Racist. Now What?,0
2019-04-26 00:00:00,https://www.datasciencecentral.com/profiles/blogs/democratizing-deep-learning-the-stanford-dawn-project,Democratizing Deep Learning – The Stanford Dawn Project,0
2019-04-26 00:00:00,https://www.datasciencecentral.com/profiles/blogs/what-are-the-machine-learning-problems-that-haven-t-been-solved,Unsolved Problems in Machine Learning,0
2019-04-26 00:00:00,https://uxdesign.cc/ar-superpowers-b03d1a026bef?source=topic_page---------4------------------1,AR Superpowers,0
2019-04-26 00:00:00,https://www.actuia.com/actualite/decouvrez-les-laureates-des-premiers-women-in-ai-awards-de-capgemini-et-women-in-ai/,Découvrez les lauréates des premiers « Women in AI awards »...,1
2019-04-26 00:00:00,https://www.actuia.com/actualite/la-dgfip-propose-en-open-data-sa-base-de-donnees-sur-les-ventes-de-biens-immobiliers/,La DGFiP propose en open data sa base de données sur...,1
